timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2022-12-31 23:00:00,16520.28,16524.91,16500.24,16506.14,767.72112,1672527899999,12676570.1442636,18308,365.21519,6030419.4621504,0
2022-12-31 23:05:00,16506.14,16514.99,16490.78,16495.24,558.92871,1672528199999,9224703.6144064,17617,269.22628,4443435.3008915,0
2022-12-31 23:10:00,16496.01,16503.97,16487.74,16502.67,555.3314,1672528499999,9160631.1995822,16784,281.91533,4650508.1244041,0
2022-12-31 23:15:00,16502.67,16526.51,16500.73,16523.86,618.0961,1672528799999,10208775.1417116,17905,327.51573,5409345.8662597,0
2022-12-31 23:20:00,16523.86,16529.54,16520.91,16525.92,302.37991,1672529099999,4996934.5121145,10909,145.43781,2403447.6721181,0
2022-12-31 23:25:00,16526.54,16527.01,16517.51,16524.64,262.99128,1672529399999,4345535.1767073,9582,118.23198,1953613.3785853,0
2022-12-31 23:30:00,16524.65,16540.59,16520.44,16538.17,429.55241,1672529699999,7100650.984937,12374,227.63372,3762971.3675378,0
2022-12-31 23:35:00,16538.17,16551.24,16536.84,16545.68,501.06148,1672529999999,8289912.8288546,13394,256.26762,4239991.5350151,0
2022-12-31 23:40:00,16545.68,16550.26,16543.45,16546.13,277.70571,1672530299999,4595107.7033136,9235,126.01727,2085175.3591827,0
2022-12-31 23:45:00,16546.14,16550.55,16536.62,16539.05,292.41232,1672530599999,4837654.6402682,9726,134.15073,2219442.7095303,0
2022-12-31 23:50:00,16538.39,16541.26,16534.92,16540.42,180.18579,1672530899999,2979927.1073275,7820,93.57703,1547613.313404,0
2022-12-31 23:55:00,16540.42,16544.47,16535.05,16542.4,227.06684,1672531199999,3755424.9273356,8978,105.83466,1750411.6458267,0
2023-01-01 00:00:00,16541.77,16544.76,16527.51,16535.38,486.60903,1672531499999,8046638.3814473,14258,220.13975,3640277.8851614,0
2023-01-01 00:05:00,16534.91,16540.43,16522.55,16526.67,391.19043,1672531799999,6467462.4343251,11944,189.61441,3134879.217355,0
2023-01-01 00:10:00,16526.67,16530.87,16520.0,16520.69,294.73889,1672532099999,4870445.5373718,11282,143.59637,2372892.3997332,0
2023-01-01 00:15:00,16521.26,16537.73,16517.72,16534.94,481.18777,1672532399999,7951477.5874923,14060,260.25307,4300613.8684902,0
2023-01-01 00:20:00,16534.94,16540.66,16532.33,16535.54,309.53189,1672532699999,5118776.8481287,10050,162.28132,2683690.8918042,0
2023-01-01 00:25:00,16535.54,16545.7,16534.62,16544.19,311.90922,1672532999999,5159562.5082654,9418,165.82508,2743070.158962,0
2023-01-01 00:30:00,16544.19,16544.61,16522.03,16527.83,394.57703,1672533299999,6524077.1131144,13172,179.89403,2974446.637117,0
2023-01-01 00:35:00,16527.27,16530.09,16508.39,16524.04,612.13471,1672533599999,10112239.2029008,21043,312.38768,5160637.1879778,0
2023-01-01 00:40:00,16524.83,16525.25,16512.7,16515.43,358.94459,1672533899999,5928976.0125178,14303,172.18068,2844048.2852487,0
2023-01-01 00:45:00,16515.91,16535.66,16515.43,16529.16,357.27214,1672534199999,5904156.1794837,13517,193.37558,3195614.4094515,0
2023-01-01 00:50:00,16529.69,16533.79,16526.36,16531.84,176.3522,1672534499999,2914951.2968082,8245,90.08633,1489075.7664469,0
2023-01-01 00:55:00,16531.84,16536.84,16528.94,16529.67,190.3878,1672534799999,3147530.4848674,8562,90.31342,1493106.1626093,0
2023-01-01 01:00:00,16529.59,16537.66,16525.78,16531.02,421.67234,1672535099999,6970928.6408192,12332,196.60044,3250195.310408,0
2023-01-01 01:05:00,16530.39,16540.47,16530.31,16539.2,283.81866,1672535399999,4693100.1752256,10820,144.11969,2383102.4584714,0
2023-01-01 01:10:00,16539.2,16541.8,16535.4,16538.21,271.7558,1672535699999,4494647.5178492,9048,117.30279,1940121.6595226,0
2023-01-01 01:15:00,16537.68,16540.82,16534.0,16538.59,179.55931,1672535999999,2969463.6471779,8745,86.55796,1431473.5450574,0
2023-01-01 01:20:00,16539.04,16539.95,16530.76,16536.22,272.68762,1672536299999,4508844.0068205,9908,124.15907,2053011.4389994,0
2023-01-01 01:25:00,16536.22,16536.64,16531.79,16534.6,209.43828,1672536599999,3462894.6605143,8964,91.7807,1517534.6022666,0
2023-01-01 01:30:00,16534.02,16535.72,16530.62,16532.0,176.68573,1672536899999,2921120.3610404,7644,86.85008,1435906.2479475,0
2023-01-01 01:35:00,16531.74,16539.92,16530.75,16535.19,274.65824,1672537199999,4541548.4520217,10419,139.8665,2312742.1099206,0
2023-01-01 01:40:00,16535.19,16543.38,16534.19,16539.94,341.34788,1672537499999,5645977.4454712,12107,161.8994,2677874.2872326,0
2023-01-01 01:45:00,16539.94,16547.23,16538.03,16546.33,356.20818,1672537799999,5892393.450932,12338,191.1656,3162307.3795416,0
2023-01-01 01:50:00,16546.76,16547.9,16539.74,16545.91,323.84182,1672538099999,5357792.9729188,11958,147.55574,2441248.4053327,0
2023-01-01 01:55:00,16545.91,16556.8,16544.92,16551.47,478.39283,1672538399999,7918046.0138184,12273,242.39104,4011898.5601639,0
